Name,Slug,Submissions,Accuracy,QuestionURL,Platform,Tags,LanguagesAllowed,DateAdded
Archiver,2648,44,,http://www.spoj.com/problems/KPARCH/,Spoj,,,
Weird sorting,2649,51,,http://www.spoj.com/problems/KPSORT/,Spoj,,,
Art of War,2658,13,,http://www.spoj.com/problems/WAR/,Spoj,,,
Example,2660,9,,http://www.spoj.com/problems/EXAMPLE/,Spoj,,,
Illumination,2661,4,,http://www.spoj.com/problems/ILLUM/,Spoj,,,
Put a Point in a Hyperspace,2662,17,,http://www.spoj.com/problems/PUTIN/,Spoj,,,
Query on a tree IV,2666,263,,http://www.spoj.com/problems/QTREE4/,Spoj,,,
Polygon,2668,61,,http://www.spoj.com/problems/POLYSSQ/,Spoj,,,
Count Minimum Spanning Trees,2670,103,,http://www.spoj.com/problems/MSTS/,Spoj,,,
Closest distance,2678,134,,http://www.spoj.com/problems/GANNHAT/,Spoj,,,
Recursive Sequence (Version II),2699,443,,http://www.spoj.com/problems/SPP/,Spoj,,,
Untitled Problem,2709,27,,http://www.spoj.com/problems/UNTITLED/,Spoj,,,
Can you answer these queries IV,2713,645,,http://www.spoj.com/problems/GSS4/,Spoj,,,
Cow Cars,2714,538,,http://www.spoj.com/problems/COWCAR/,Spoj,,,
Glasnici,2715,207,,http://www.spoj.com/problems/GLASNICI/,Spoj,,,
Maximal Quadrilateral Area,2716,3760,,http://www.spoj.com/problems/QUADAREA/,Spoj,,,
Army Strength,2727,7141,,http://www.spoj.com/problems/ARMY/,Spoj,,,
Breaking in,2728,115,,http://www.spoj.com/problems/BREAK/,Spoj,,,
Inventing Test Data,2731,182,,http://www.spoj.com/problems/INVENT/,Spoj,,,
K Equal Digits,2733,10,,http://www.spoj.com/problems/KEQ/,Spoj,,,
Large party,2734,27,,http://www.spoj.com/problems/LARGE/,Spoj,,,
Simplify the Railroad System,2735,46,,http://www.spoj.com/problems/RAIL/,Spoj,,,
Perfect Rhyme,2737,222,,http://www.spoj.com/problems/PRHYME/,Spoj,,,
Number Guessing Game,2738,3856,,http://www.spoj.com/problems/GUESSING/,Spoj,,,
Summing Sums,2742,583,,http://www.spoj.com/problems/SUMSUMS/,Spoj,,,
Name,Slug,Submissions,Accuracy,QuestionURL,Platform,Tags,LanguagesAllowed,DateAdded
Prefix Tiling,2743,134,,http://www.spoj.com/problems/PRETILE/,Spoj,,,
Increasing Subsequences,2815,1181,,http://www.spoj.com/problems/INCSEQ/,Spoj,,,
Common Subsequences,2816,149,,http://www.spoj.com/problems/CSUBSEQS/,Spoj,,,
Distinct Increasing Subsequences,2817,539,,http://www.spoj.com/problems/INCDSEQ/,Spoj,,,
Round-Robin Scheduling,2826,455,,http://www.spoj.com/problems/RRSCHED/,Spoj,,,
Time Limit Exceeded,2829,132,,http://www.spoj.com/problems/TLE/,Spoj,,,
Find The Determinant III,2832,197,,http://www.spoj.com/problems/DETER3/,Spoj,,,
Super Dice Game,2833,19,,http://www.spoj.com/problems/SDGAME/,Spoj,,,
Memory Limit Exceeded,2835,75,,http://www.spoj.com/problems/MLE/,Spoj,,,
Broken Keyboard,2852,649,,http://www.spoj.com/problems/BROKEN/,Spoj,,,
Decode the Strings,2853,349,,http://www.spoj.com/problems/PDECODE/,Spoj,,,
Forest,2855,48,,http://www.spoj.com/problems/FOREST2/,Spoj,,,
Help Bob,2856,174,,http://www.spoj.com/problems/HELPBOB/,Spoj,,,
Another understanding of Super Dice Game,2877,53,,http://www.spoj.com/problems/SDGAME2/,Spoj,,,
Knights of the Round Table,2878,53,,http://www.spoj.com/problems/KNIGHTS/,Spoj,,,
The Cow Doctor,2879,122,,http://www.spoj.com/problems/DOCTOR/,Spoj,,,
Wild West,2880,72,,http://www.spoj.com/problems/WILD/,Spoj,,,
Find the Clones,2881,1502,,http://www.spoj.com/problems/CLONE/,Spoj,,,
The Warehouse,2882,18,,http://www.spoj.com/problems/WARE/,Spoj,,,
Widget Factory,2883,47,,http://www.spoj.com/problems/WIDGET/,Spoj,,,
Martian Mining,2884,942,,http://www.spoj.com/problems/MARTIAN/,Spoj,,,
Word Rings,2885,78,,http://www.spoj.com/problems/WORDRING/,Spoj,,,
Party of Cloaked Killers,2898,27,,http://www.spoj.com/problems/PARTY2/,Spoj,,,
Volunteers,2899,48,,http://www.spoj.com/problems/VOL/,Spoj,,,
One Geometry Problem,2901,1180,,http://www.spoj.com/problems/GEOPROB/,Spoj,,,
Candy IV,2902,17,,http://www.spoj.com/problems/CANDY4/,Spoj,,,
Transportation,2903,11,,http://www.spoj.com/problems/TRANSP1/,Spoj,,,
Not a Triangle,2905,2048,,http://www.spoj.com/problems/NOTATRI/,Spoj,,,
GCD2,2906,3579,,http://www.spoj.com/problems/GCD2/,Spoj,,,
Can you answer these queries V,2916,855,,http://www.spoj.com/problems/GSS5/,Spoj,,,
Query on a tree V,2939,260,,http://www.spoj.com/problems/QTREE5/,Spoj,,,
Untitled Problem II,2940,83,,http://www.spoj.com/problems/UNTITLE1/,Spoj,,,
Emmons,2944,5,,http://www.spoj.com/problems/SHOOTING/,Spoj,,,
Eclipse,2946,4,,http://www.spoj.com/problems/ECLIPSE/,Spoj,,,
Triomino Game,2961,202,,http://www.spoj.com/problems/TRIOMINO/,Spoj,,,
Painting Blocks (Act I),2962,100,,http://www.spoj.com/problems/PAINTBLK/,Spoj,,,
Painting Blocks (Act II),2963,50,,http://www.spoj.com/problems/PAINTBLC/,Spoj,,,
Electrophoretic,3002,10,,http://www.spoj.com/problems/ELECTRO/,Spoj,,,
Median Filter,3003,16,,http://www.spoj.com/problems/FILTER/,Spoj,,,
Life Game,3004,63,,http://www.spoj.com/problems/LIFEGAME/,Spoj,,,
Subdividing a Land,3005,21,,http://www.spoj.com/problems/LAND/,Spoj,,,
Connect Line Segments,3006,61,,http://www.spoj.com/problems/LINE/,Spoj,,,
Oil Company,3007,117,,http://www.spoj.com/problems/OILCOMP/,Spoj,,,
Finding the Top RPS Player,3008,152,,http://www.spoj.com/problems/RPS/,Spoj,,,
Revenge of Voronoi,3009,11,,http://www.spoj.com/problems/VORONOI/,Spoj,,,
Castle Wall,3010,13,,http://www.spoj.com/problems/WALL/,Spoj,,,
Binary multiplication,3023,184,,http://www.spoj.com/problems/MUL2COM/,Spoj,,,
Help the soldier,3033,874,,http://www.spoj.com/problems/SOLDIER/,Spoj,,,
How many subsequences,3070,75,,http://www.spoj.com/problems/SEQ5/,Spoj,,,
Copying DNA,3078,42,,http://www.spoj.com/problems/COPYDNA/,Spoj,,,
Name,Slug,Submissions,Accuracy,QuestionURL,Platform,Tags,LanguagesAllowed,DateAdded
Power Modulo Inverted,3105,113,,http://www.spoj.com/problems/MOD/,Spoj,,,
Dictionary Subsequences,3106,108,,http://www.spoj.com/problems/DICTSUB/,Spoj,,,
Odd Numbers of Divisors,3107,509,,http://www.spoj.com/problems/ODDDIV/,Spoj,,,
Charlesbert and Merangelou,3108,68,,http://www.spoj.com/problems/GRAPHGAM/,Spoj,,,
Longest Common Prefix,3109,191,,http://www.spoj.com/problems/STRLCP/,Spoj,,,
Palindromic Number,3110,71,,http://www.spoj.com/problems/PALNUM/,Spoj,,,
Stabards,3111,107,,http://www.spoj.com/problems/STABARDS/,Spoj,,,
Strings,3112,241,,http://www.spoj.com/problems/STSTRING/,Spoj,,,
Here We Go(relians) Again,3133,68,,http://www.spoj.com/problems/GORELIAN/,Spoj,,,
Permutation Exponentiation,3166,34,,http://www.spoj.com/problems/PERMSG/,Spoj,,,
Congruence Equation,3179,122,,http://www.spoj.com/problems/DPEQN/,Spoj,,,
Game of Lines,3184,898,,http://www.spoj.com/problems/LINES/,Spoj,,,
Doors and Penguins,3195,164,,http://www.spoj.com/problems/DOORSPEN/,Spoj,,,
Divisibility Relation,3196,208,,http://www.spoj.com/problems/DIVREL/,Spoj,,,
Tree Construction,3197,53,,http://www.spoj.com/problems/TREECST/,Spoj,,,
Yet Another Longest Palindrome Problem,3208,61,,http://www.spoj.com/problems/PALIM/,Spoj,,,
Typesettin,3249,30,,http://www.spoj.com/problems/TYPESET/,Spoj,,,
Slink,3251,14,,http://www.spoj.com/problems/SLINK/,Spoj,,,
Electronic Document Security,3253,131,,http://www.spoj.com/problems/EDS/,Spoj,,,
Guard,3254,15,,http://www.spoj.com/problems/GUARD/,Spoj,,,
Race Against Time,3261,307,,http://www.spoj.com/problems/RACETIME/,Spoj,,,
K-query,3266,784,,http://www.spoj.com/problems/KQUERY/,Spoj,,,
D-query,3267,1886,,http://www.spoj.com/problems/DQUERY/,Spoj,,,
Order statistic set,3273,1106,,http://www.spoj.com/problems/ORDERSET/,Spoj,,,
Roman Patrollers,3305,42,,http://www.spoj.com/problems/SA04C/,Spoj,,,
Very Special Boxes ,3306,95,,http://www.spoj.com/problems/SA04D/,Spoj,,,
Hex Tile Equations,3307,30,,http://www.spoj.com/problems/HEXTILE/,Spoj,,,
The Bridges of San Mochti,3308,51,,http://www.spoj.com/problems/BRIDGES2/,Spoj,,,
Bulletin Board,3309,15,,http://www.spoj.com/problems/BULLETIN/,Spoj,,,
Serial Numbers,3310,28,,http://www.spoj.com/problems/SERIALN/,Spoj,,,
Umnozak,3314,67,,http://www.spoj.com/problems/UMNOZAK/,Spoj,,,
Doubled Numbers,3322,148,,http://www.spoj.com/problems/DOUBLE/,Spoj,,,
Cestarine,3347,48,,http://www.spoj.com/problems/HIGHWAY/,Spoj,,,
Stack,3359,38,,http://www.spoj.com/problems/STACK/,Spoj,,,
Digital Image Recognition,3360,22,,http://www.spoj.com/problems/IMGREC2/,Spoj,,,
Cavli,3361,39,,http://www.spoj.com/problems/CAVLI/,Spoj,,,
Setnja,3362,202,,http://www.spoj.com/problems/SETNJA/,Spoj,,,
Svada,3363,319,,http://www.spoj.com/problems/SVADA/,Spoj,,,
Round Table,3372,48,,http://www.spoj.com/problems/ROUNDT/,Spoj,,,
Permutation Code,3373,36,,http://www.spoj.com/problems/PERMCODE/,Spoj,,,
Scavenger Hunt,3374,1048,,http://www.spoj.com/problems/SCAVHUNT/,Spoj,,,
Stamps,3375,7368,,http://www.spoj.com/problems/STAMPS/,Spoj,,,
Parking Lot,3376,131,,http://www.spoj.com/problems/PARKINGL/,Spoj,,,
A Bug’s Life,3377,3090,,http://www.spoj.com/problems/BUGLIFE/,Spoj,,,
String Shuffle,3379,260,,http://www.spoj.com/problems/SSHUFFLE/,Spoj,,,
Tourist,3380,467,,http://www.spoj.com/problems/TOURIST/,Spoj,,,
Highways,3381,1598,,http://www.spoj.com/problems/HIGHWAYS/,Spoj,,,
Monster Trap,3382,19,,http://www.spoj.com/problems/MONSTER/,Spoj,,,
Yoda Goes Palindromic !,3385,512,,http://www.spoj.com/problems/YODA/,Spoj,,,
Changing Maze,3387,397,,http://www.spoj.com/problems/CHMAZE/,Spoj,,,
Name,Slug,Submissions,Accuracy,QuestionURL,Platform,Tags,LanguagesAllowed,DateAdded
Double Near Palindromes,3388,412,,http://www.spoj.com/problems/DNPALIN/,Spoj,,,
The Knights of the Round Circle,3389,389,,http://www.spoj.com/problems/KNIGHTSR/,Spoj,,,
Tribe Council,3390,47,,http://www.spoj.com/problems/TRIBE2/,Spoj,,,
Knot or Not,3393,6,,http://www.spoj.com/problems/NOTOKNOT/,Spoj,,,
Lagrange’s Four-Square Theorem,3394,385,,http://www.spoj.com/problems/LAGRANGE/,Spoj,,,
Almost Shortest Path,3405,735,,http://www.spoj.com/problems/SAMER08A/,Spoj,,,
Bases,3406,58,,http://www.spoj.com/problems/SAMER08B/,Spoj,,,
Candy,3407,788,,http://www.spoj.com/problems/SAMER08C/,Spoj,,,
DNA Sequences,3408,999,,http://www.spoj.com/problems/SAMER08D/,Spoj,,,
Electricity,3409,708,,http://www.spoj.com/problems/SAMER08E/,Spoj,,,
Feynman,3410,15055,,http://www.spoj.com/problems/SAMER08F/,Spoj,,,
Pole Position,3411,808,,http://www.spoj.com/problems/SAMER08G/,Spoj,,,
Higgs Boson,3412,45,,http://www.spoj.com/problems/SAMER08H/,Spoj,,,
Traveling Shoemaker Problem,3413,63,,http://www.spoj.com/problems/SAMER08I/,Spoj,,,
Bora Bora,3414,123,,http://www.spoj.com/problems/SAMER08J/,Spoj,,,
Shrinking Polygons,3415,207,,http://www.spoj.com/problems/SAMER08K/,Spoj,,,
Falling Ice,3420,7,,http://www.spoj.com/problems/FALLINGI/,Spoj,,,
Ouroboros Snake,3426,70,,http://www.spoj.com/problems/OROSNAKE/,Spoj,,,
Histogram,3436,650,,http://www.spoj.com/problems/HIST2/,Spoj,,,
The last digit,3442,11235,,http://www.spoj.com/problems/LASTDIG/,Spoj,,,
SkyScrapers,3459,249,,http://www.spoj.com/problems/CEPC08B/,Spoj,,,
Song Contest,3461,8,,http://www.spoj.com/problems/SONG/,Spoj,,,
The Skatepark´s New Ramps,3462,9,,http://www.spoj.com/problems/RAMP/,Spoj,,,
Robintron,3463,7,,http://www.spoj.com/problems/ROBIN/,Spoj,,,
Drive through MegaCity,3465,19,,http://www.spoj.com/problems/DRIVE/,Spoj,,,
Deposit,3476,199,,http://www.spoj.com/problems/DEPOSIT/,Spoj,,,
Baby,3477,451,,http://www.spoj.com/problems/BABY/,Spoj,,,
Begin,3483,4,,http://www.spoj.com/problems/BEGIN/,Spoj,,,
Crossbits,3484,90,,http://www.spoj.com/problems/CROSSBIT/,Spoj,,,
Elimination,3486,65,,http://www.spoj.com/problems/ELIM/,Spoj,,,
The  Top-Code,3488,44,,http://www.spoj.com/problems/TOPCODE/,Spoj,,,
Hidden Triangle,3490,10,,http://www.spoj.com/problems/HIDTRI/,Spoj,,,
Braille Transcription,3492,10,,http://www.spoj.com/problems/BRAILLE/,Spoj,,,
The Nobel Thief,3495,6,,http://www.spoj.com/problems/NBLTHIEF/,Spoj,,,
Prime Number Theorem,3505,843,,http://www.spoj.com/problems/CPRIME/,Spoj,,,
Game on board,3533,18,,http://www.spoj.com/problems/BGAME/,Spoj,,,
Matrica,3543,48,,http://www.spoj.com/problems/MATRICA/,Spoj,,,
Binary Search Tree,3544,419,,http://www.spoj.com/problems/BST/,Spoj,,,
Najkraci,3545,110,,http://www.spoj.com/problems/NAJKRACI/,Spoj,,,
Choosing Gloves,3565,56,,http://www.spoj.com/problems/GLOVE/,Spoj,,,
Boy Scouts,3576,109,,http://www.spoj.com/problems/BOYSCOUT/,Spoj,,,
Parity,3577,70,,http://www.spoj.com/problems/PARITY/,Spoj,,,
Hashing,3578,29,,http://www.spoj.com/problems/HASH/,Spoj,,,
Disjoint Paths,3579,206,,http://www.spoj.com/problems/DISJPATH/,Spoj,,,
Tree Similarity,3581,22,,http://www.spoj.com/problems/TREESIM/,Spoj,,,
Restaurant Tab,3582,24,,http://www.spoj.com/problems/RSTAURNT/,Spoj,,,
Prime Again ,3587,545,,http://www.spoj.com/problems/PAGAIN/,Spoj,,,
Patting Heads,3591,412,,http://www.spoj.com/problems/PATHEADS/,Spoj,,,
Minimum Rotations,3605,565,,http://www.spoj.com/problems/MINMOVE/,Spoj,,,
Word Counting,3638,2062,,http://www.spoj.com/problems/WORDCNT/,Spoj,,,
Name,Slug,Submissions,Accuracy,QuestionURL,Platform,Tags,LanguagesAllowed,DateAdded
Lucky Numbers,3639,554,,http://www.spoj.com/problems/LUCKYNUM/,Spoj,,,
Hanoi Subway System Construction,3640,25,,http://www.spoj.com/problems/HNSUBWAY/,Spoj,,,
Earthquakes,3641,20,,http://www.spoj.com/problems/EARTHQK/,Spoj,,,
Pretty Printing,3642,34,,http://www.spoj.com/problems/PRETTYP/,Spoj,,,
Traffic Network,3643,726,,http://www.spoj.com/problems/TRAFFICN/,Spoj,,,
Winning Strategy,3644,32,,http://www.spoj.com/problems/WINSTRAT/,Spoj,,,
Farthest Headquarters,3645,46,,http://www.spoj.com/problems/HEADQRT/,Spoj,,,
Adventure Tourism,3646,24,,http://www.spoj.com/problems/ATOURISM/,Spoj,,,
Moebius,3647,0,,http://www.spoj.com/problems/MOEBIUS/,Spoj,,,
Cattle Bruisers,3678,75,,http://www.spoj.com/problems/CATTLEB/,Spoj,,,
Moo University - Emergency Pizza Order,3679,29,,http://www.spoj.com/problems/MOOPIZZA/,Spoj,,,
Maximum Sum,3693,2037,,http://www.spoj.com/problems/KGSS/,Spoj,,,
Primitive Root,3713,478,,http://www.spoj.com/problems/PROOT/,Spoj,,,
Snooker,3723,389,,http://www.spoj.com/problems/SNOOKER/,Spoj,,,
Rainbow Ride,3724,354,,http://www.spoj.com/problems/RAINBOW/,Spoj,,,
Taming a T-REX,3725,124,,http://www.spoj.com/problems/TREX/,Spoj,,,
Slikar,3732,161,,http://www.spoj.com/problems/SLIKAR/,Spoj,,,
Trezor,3733,79,,http://www.spoj.com/problems/TREZOR/,Spoj,,,
Periodni,3734,90,,http://www.spoj.com/problems/PERIODNI/,Spoj,,,
Subset Sums,3749,1194,,http://www.spoj.com/problems/SUBSUMS/,Spoj,,,
JEDNAKOST,3752,344,,http://www.spoj.com/problems/JEDNAKOS/,Spoj,,,
GONDOR,3753,302,,http://www.spoj.com/problems/GONDOR/,Spoj,,,
MAJMUN,3754,63,,http://www.spoj.com/problems/MAJMUN/,Spoj,,,
Bread Tree,3762,119,,http://www.spoj.com/problems/BRTREE/,Spoj,,,
George,3763,235,,http://www.spoj.com/problems/GEORGE/,Spoj,,,
Street,3791,404,,http://www.spoj.com/problems/STREET/,Spoj,,,
Lubenica,3831,183,,http://www.spoj.com/problems/LUBEN/,Spoj,,,
Kruska,3832,89,,http://www.spoj.com/problems/KRUS/,Spoj,,,
Tresnja,3833,116,,http://www.spoj.com/problems/TRES/,Spoj,,,
Laser Phones,3861,626,,http://www.spoj.com/problems/MLASERP/,Spoj,,,
Area of circles,3863,208,,http://www.spoj.com/problems/VCIRCLES/,Spoj,,,
Reljef,3865,74,,http://www.spoj.com/problems/RELJEF/,Spoj,,,
Finding Palindromes,3866,131,,http://www.spoj.com/problems/VPALIN/,Spoj,,,
Who is The Boss,3867,129,,http://www.spoj.com/problems/VBOSS/,Spoj,,,
Total Flow,3868,688,,http://www.spoj.com/problems/MTOTALF/,Spoj,,,
Military Story,3870,150,,http://www.spoj.com/problems/VMILI/,Spoj,,,
GCD Extreme,3871,389,,http://www.spoj.com/problems/GCDEX/,Spoj,,,
Party At School,3872,48,,http://www.spoj.com/problems/VPARTY/,Spoj,,,
Tablica,3876,192,,http://www.spoj.com/problems/TABLIC/,Spoj,,,
Cvjetici,3877,462,,http://www.spoj.com/problems/CVJETICI/,Spoj,,,
Rectangles Perimeter,3878,1572,,http://www.spoj.com/problems/MMAXPER/,Spoj,,,
Majstor,3881,671,,http://www.spoj.com/problems/MAJSTOR/,Spoj,,,
Cijevi,3882,203,,http://www.spoj.com/problems/CIJEVI/,Spoj,,,
LATGACH3,3883,1842,,http://www.spoj.com/problems/M3TILE/,Spoj,,,
When (You Believe),3884,4,,http://www.spoj.com/problems/WHEN/,Spoj,,,
Coins Game,3885,2603,,http://www.spoj.com/problems/MCOINS/,Spoj,,,
Closest Number,3889,173,,http://www.spoj.com/problems/MCLONUM/,Spoj,,,
Rectangles  Counting,3890,151,,http://www.spoj.com/problems/MRECTCNT/,Spoj,,,
Space settlement,3893,64,,http://www.spoj.com/problems/SPACESET/,Spoj,,,
Bouncing Balls,3894,28,,http://www.spoj.com/problems/BOBALLS/,Spoj,,,
Name,Slug,Submissions,Accuracy,QuestionURL,Platform,Tags,LanguagesAllowed,DateAdded
Matrix Game,3895,26,,http://www.spoj.com/problems/MTRGAME/,Spoj,,,
Maximal Independent Set,3896,42,,http://www.spoj.com/problems/MAXISET/,Spoj,,,
Convex Polygons,3897,79,,http://www.spoj.com/problems/CVXPOLY/,Spoj,,,
Even Palindrome,3898,185,,http://www.spoj.com/problems/PALDR/,Spoj,,,
Finding Fractions,3899,154,,http://www.spoj.com/problems/FINFRAC/,Spoj,,,
MinCut Query,3900,51,,http://www.spoj.com/problems/MCQUERY/,Spoj,,,
Black and White Nim,3901,51,,http://www.spoj.com/problems/BNWNIM/,Spoj,,,
Fight with functions,3902,16,,http://www.spoj.com/problems/FWFUNC/,Spoj,,,
Color a tree,3912,61,,http://www.spoj.com/problems/MTREECOL/,Spoj,,,
Star Polygon or Not,3915,31,,http://www.spoj.com/problems/MPOLSTAR/,Spoj,,,
Lucius Dungeon,3920,1084,,http://www.spoj.com/problems/BYTESE1/,Spoj,,,
The Great Ball,3921,2074,,http://www.spoj.com/problems/BYTESE2/,Spoj,,,
Mystical River,3922,119,,http://www.spoj.com/problems/BYTESM1/,Spoj,,,
Philosophers Stone,3923,4714,,http://www.spoj.com/problems/BYTESM2/,Spoj,,,
Filchs Dilemna,3924,406,,http://www.spoj.com/problems/BYTESH1/,Spoj,,,
Manhattan Wire,3926,74,,http://www.spoj.com/problems/MMAHWIRE/,Spoj,,,
Polygon on the Grid,3927,21,,http://www.spoj.com/problems/MPOLGRID/,Spoj,,,
Counting Digits,3928,453,,http://www.spoj.com/problems/MDIGITS/,Spoj,,,
Different Digits,3929,66,,http://www.spoj.com/problems/MDIGITS1/,Spoj,,,
Group Partition,3930,60,,http://www.spoj.com/problems/MPART/,Spoj,,,
Maximum Triangle Area,3931,187,,http://www.spoj.com/problems/MTRIAREA/,Spoj,,,
Point Connection Game in a Circle,3932,513,,http://www.spoj.com/problems/MCIRGAME/,Spoj,,,
Minimum Permutation,3933,150,,http://www.spoj.com/problems/MMINPER/,Spoj,,,
Recaman’s Sequence,3934,2491,,http://www.spoj.com/problems/MRECAMAN/,Spoj,,,
SHIFT Operator on Matrix,3935,153,,http://www.spoj.com/problems/MMATRIX/,Spoj,,,
Search of Concatenated Strings,3939,23,,http://www.spoj.com/problems/MCONSTR/,Spoj,,,
Kth Shortest Path,3941,20,,http://www.spoj.com/problems/MKTHPATH/,Spoj,,,
Nested Dolls,3943,531,,http://www.spoj.com/problems/MDOLLS/,Spoj,,,
Bee Walk,3944,827,,http://www.spoj.com/problems/MBEEWALK/,Spoj,,,
K-th Number,3946,775,,http://www.spoj.com/problems/MKTHNUM/,Spoj,,,
Polynomial Evaluation - Angry Teacher,3948,22,,http://www.spoj.com/problems/MPOLEVAL/,Spoj,,,
Paid Roads,3953,165,,http://www.spoj.com/problems/MMINPAID/,Spoj,,,
Journey with Pigs,3961,107,,http://www.spoj.com/problems/MJOURNEY/,Spoj,,,
ELEVATOR II,3962,81,,http://www.spoj.com/problems/MELE2/,Spoj,,,
Investment Money,3964,304,,http://www.spoj.com/problems/MINVEST/,Spoj,,,
Minimax Triangulation,3965,53,,http://www.spoj.com/problems/MMINMAX/,Spoj,,,
M&M Game,3969,691,,http://www.spoj.com/problems/MMMGAME/,Spoj,,,
Convert to Decimal Base System,3970,43,,http://www.spoj.com/problems/MCONVERT/,Spoj,,,
Stargates,3972,17,,http://www.spoj.com/problems/STARGATE/,Spoj,,,
0 0 Pairs,3973,641,,http://www.spoj.com/problems/M00PAIR/,Spoj,,,
Another Tree Problem ,3974,458,,http://www.spoj.com/problems/MTREE/,Spoj,,,
Most Servings Meal,3975,179,,http://www.spoj.com/problems/MKUHAR/,Spoj,,,
Police Query,3977,157,,http://www.spoj.com/problems/POLQUERY/,Spoj,,,
Distance Query,3978,281,,http://www.spoj.com/problems/DISQUERY/,Spoj,,,
Whirligig number,3979,887,,http://www.spoj.com/problems/MZVRK/,Spoj,,,
Point Visible,3980,45,,http://www.spoj.com/problems/MPOINT/,Spoj,,,
Shortest Regular Bracket  ,3981,73,,http://www.spoj.com/problems/MBRACKET/,Spoj,,,
String problem,3982,428,,http://www.spoj.com/problems/MSTRING/,Spoj,,,
Right Triangle Counting ,3983,128,,http://www.spoj.com/problems/RIGHTTRI/,Spoj,,,
FROGGER,3999,84,,http://www.spoj.com/problems/FROGGER/,Spoj,,,
Name,Slug,Submissions,Accuracy,QuestionURL,Platform,Tags,LanguagesAllowed,DateAdded
GALLUP,4000,60,,http://www.spoj.com/problems/GALLUP/,Spoj,,,
Subway planning,4003,40,,http://www.spoj.com/problems/SUBWAYPL/,Spoj,,,
Exploding CPU,4004,124,,http://www.spoj.com/problems/CPU/,Spoj,,,
Bipalindrome,4021,168,,http://www.spoj.com/problems/MBIPALIN/,Spoj,,,
Mass of Molecule,4031,660,,http://www.spoj.com/problems/MMASS/,Spoj,,,
Phone List,4033,2547,,http://www.spoj.com/problems/PHONELST/,Spoj,,,
Pizza Delivery,4034,47,,http://www.spoj.com/problems/MDOSTAVA/,Spoj,,,
NERED,4035,302,,http://www.spoj.com/problems/MNERED/,Spoj,,,
Cuckoo Hashing,4036,128,,http://www.spoj.com/problems/CUCKOO/,Spoj,,,
Counting The Way of Bracket Replacement,4038,333,,http://www.spoj.com/problems/MREPLBRC/,Spoj,,,
Game,4052,64,,http://www.spoj.com/problems/MGAME1/,Spoj,,,
Card Sorting,4053,318,,http://www.spoj.com/problems/MCARDS/,Spoj,,,
A game with probability,4060,95,,http://www.spoj.com/problems/KPGAME/,Spoj,,,
Polygon,4061,150,,http://www.spoj.com/problems/MPOLY/,Spoj,,,
Rob Mini-Safe,4062,103,,http://www.spoj.com/problems/MSAFE/,Spoj,,,
Sell Pigs,4063,90,,http://www.spoj.com/problems/MPIGS/,Spoj,,,
Morphing is Fun,4069,23,,http://www.spoj.com/problems/MORPH/,Spoj,,,
Two Professors,4070,74,,http://www.spoj.com/problems/TWOPROF/,Spoj,,,
BLAST,4082,1040,,http://www.spoj.com/problems/MBLAST/,Spoj,,,
Tele Broadcast,4083,57,,http://www.spoj.com/problems/MTELE/,Spoj,,,
Locomotive,4097,35,,http://www.spoj.com/problems/MTRAIN/,Spoj,,,
Sum of Vectors,4100,97,,http://www.spoj.com/problems/MVECTOR/,Spoj,,,
Extend to Palindrome,4103,1000,,http://www.spoj.com/problems/EPALIN/,Spoj,,,
Fast Maximum Flow,4110,1024,,http://www.spoj.com/problems/FASTFLOW/,Spoj,,,
Euler Totient Function,4141,3881,,http://www.spoj.com/problems/ETF/,Spoj,,,
Ellipse,4142,14,,http://www.spoj.com/problems/ELLIPSE/,Spoj,,,
IZBORI,4154,34,,http://www.spoj.com/problems/IZBORI/,Spoj,,,
OTOCI,4155,254,,http://www.spoj.com/problems/OTOCI/,Spoj,,,
PLAHTE,4156,56,,http://www.spoj.com/problems/PLAHTE/,Spoj,,,
Domino,4157,42,,http://www.spoj.com/problems/DOMINO2/,Spoj,,,
A1 Road,4160,80,,http://www.spoj.com/problems/MA1/,Spoj,,,
A conjecture of Paul Erdős,4164,448,,http://www.spoj.com/problems/HS08PAUL/,Spoj,,,
Four colors,4166,82,,http://www.spoj.com/problems/HS08FOUR/,Spoj,,,
Square-free integers,4168,257,,http://www.spoj.com/problems/SQFREE/,Spoj,,,
Multiplicative digital root,4172,63,,http://www.spoj.com/problems/DROOT/,Spoj,,,
A Knightly Pursuit,4176,53,,http://www.spoj.com/problems/KPURSUIT/,Spoj,,,
Herding,4177,1284,,http://www.spoj.com/problems/HERDING/,Spoj,,,
Distance on a square lattice,4178,115,,http://www.spoj.com/problems/LATTICE/,Spoj,,,
Temptation Island,4179,478,,http://www.spoj.com/problems/TEMPTISL/,Spoj,,,
Pizza Location,4180,427,,http://www.spoj.com/problems/PIZZALOC/,Spoj,,,
MELE3,4181,349,,http://www.spoj.com/problems/MELE3/,Spoj,,,
Candy (Again),4182,148,,http://www.spoj.com/problems/FCANDY/,Spoj,,,
Cube,4185,51,,http://www.spoj.com/problems/CCCCUBE/,Spoj,,,
Break a New RSA system,4186,125,,http://www.spoj.com/problems/HS08CODE/,Spoj,,,
Amazing equality,4188,37,,http://www.spoj.com/problems/HS08EQ/,Spoj,,,
Landing,4189,3,,http://www.spoj.com/problems/LANDING/,Spoj,,,
