Xenia and Hamming                    ,                356B,1112,,https://www.codeforces.com/problemset/problem/356/B,Codeforces,"['implementation', 'math']",,
Knight Tournament                    ,                356A,2358,,https://www.codeforces.com/problemset/problem/356/A,Codeforces,"['data structures', 'dsu']",,
Vasya and Public Transport                    ,                355B,2504,,https://www.codeforces.com/problemset/problem/355/B,Codeforces,"['greedy', 'implementation']",,
Vasya and Digital Root                    ,                355A,3313,,https://www.codeforces.com/problemset/problem/355/A,Codeforces,"['constructive algorithms', 'implementation']",,
Lucky Number Representation                    ,                354E,465,,https://www.codeforces.com/problemset/problem/354/E,Codeforces,"['constructive algorithms', 'dfs and similar', 'dp']",,
Transferring Pyramid                    ,                354D,70,,https://www.codeforces.com/problemset/problem/354/D,Codeforces,['dp'],,
Vasya and Beautiful Arrays                    ,                354C,1026,,https://www.codeforces.com/problemset/problem/354/C,Codeforces,"['brute force', 'dp', 'number theory']",,
Game with Strings                    ,                354B,234,,https://www.codeforces.com/problemset/problem/354/B,Codeforces,"['bitmasks', 'dp', 'games']",,
Vasya and Robot                    ,                354A,2177,,https://www.codeforces.com/problemset/problem/354/A,Codeforces,"['brute force', 'greedy', 'math']",,
Antichain                    ,                353E,275,,https://www.codeforces.com/problemset/problem/353/E,Codeforces,"['dp', 'graph matchings', 'greedy']",,
Queue                    ,                353D,883,,https://www.codeforces.com/problemset/problem/353/D,Codeforces,['constructive algorithms'],,
Find Maximum                    ,                353C,1896,,https://www.codeforces.com/problemset/problem/353/C,Codeforces,"['implementation', 'math', 'number theory']",,
Two Heaps                    ,                353B,1272,,https://www.codeforces.com/problemset/problem/353/B,Codeforces,"['combinatorics', 'constructive algorithms', 'greedy', 'implementation', 'math', 'sortings']",,
Domino                    ,                353A,4043,,https://www.codeforces.com/problemset/problem/353/A,Codeforces,"['implementation', 'math']",,
Jeff and Periods                    ,                352B,2814,,https://www.codeforces.com/problemset/problem/352/B,Codeforces,"['implementation', 'sortings']",,
Jeff and Digits                    ,                352A,4729,,https://www.codeforces.com/problemset/problem/352/A,Codeforces,"['brute force', 'implementation', 'math']",,
Jeff and Permutation                    ,                351E,561,,https://www.codeforces.com/problemset/problem/351/E,Codeforces,['greedy'],,
Jeff and Removing Periods                    ,                351D,198,,https://www.codeforces.com/problemset/problem/351/D,Codeforces,['data structures'],,
Jeff and Brackets                    ,                351C,245,,https://www.codeforces.com/problemset/problem/351/C,Codeforces,"['dp', 'matrices']",,
Jeff and Furik                    ,                351B,1064,,https://www.codeforces.com/problemset/problem/351/B,Codeforces,"['combinatorics', 'dp', 'probabilities']",,
Jeff and Rounding                    ,                351A,1606,,https://www.codeforces.com/problemset/problem/351/A,Codeforces,"['dp', 'greedy', 'implementation', 'math']",,
Wrong Floyd                    ,                350E,369,,https://www.codeforces.com/problemset/problem/350/E,Codeforces,"['brute force', 'constructive algorithms', 'dfs and similar', 'graphs']",,
Looking for Owls                    ,                350D,108,,https://www.codeforces.com/problemset/problem/350/D,Codeforces,"['binary search', 'geometry', 'hashing', 'sortings']",,
Bombs                    ,                350C,1951,,https://www.codeforces.com/problemset/problem/350/C,Codeforces,"['greedy', 'implementation', 'sortings']",,
Resort                    ,                350B,1775,,https://www.codeforces.com/problemset/problem/350/B,Codeforces,['brute force'],,
TL                    ,                350A,4117,,https://www.codeforces.com/problemset/problem/350/A,Codeforces,"['brute force', 'greedy', 'implementation']",,
Color the Fence                    ,                349B,2529,,https://www.codeforces.com/problemset/problem/349/B,Codeforces,"['data structures', 'dp', 'greedy']",,
Cinema Line                    ,                349A,5573,,https://www.codeforces.com/problemset/problem/349/A,Codeforces,"['greedy', 'implementation']",,
Pilgrims                    ,                348E,95,,https://www.codeforces.com/problemset/problem/348/E,Codeforces,"['dfs and similar', 'dp', 'trees']",,
Turtles                    ,                348D,276,,https://www.codeforces.com/problemset/problem/348/D,Codeforces,"['dp', 'matrices']",,
Subset Sums                    ,                348C,372,,https://www.codeforces.com/problemset/problem/348/C,Codeforces,"['brute force', 'data structures']",,
Apple Tree                    ,                348B,773,,https://www.codeforces.com/problemset/problem/348/B,Codeforces,"['dfs and similar', 'number theory', 'trees']",,
Mafia                    ,                348A,2668,,https://www.codeforces.com/problemset/problem/348/A,Codeforces,"['binary search', 'math', 'sortings']",,
Fixed Points                    ,                347B,3666,,https://www.codeforces.com/problemset/problem/347/B,Codeforces,"['implementation', 'math']",,
Difference Row                    ,                347A,3335,,https://www.codeforces.com/problemset/problem/347/A,Codeforces,"['implementation', 'sortings']",,
Doodle Jump                    ,                346E,74,,https://www.codeforces.com/problemset/problem/346/E,Codeforces,['math'],,
Robot Control                    ,                346D,190,,https://www.codeforces.com/problemset/problem/346/D,Codeforces,['shortest paths'],,
Number Transformation II                    ,                346C,616,,https://www.codeforces.com/problemset/problem/346/C,Codeforces,"['greedy', 'math']",,
Lucky Common Subsequence                    ,                346B,921,,https://www.codeforces.com/problemset/problem/346/B,Codeforces,"['dp', 'strings']",,
Alice and Bob                    ,                346A,2852,,https://www.codeforces.com/problemset/problem/346/A,Codeforces,"['games', 'math', 'number theory']",,
Suffix Subgroup                    ,                345G,16,,https://www.codeforces.com/problemset/problem/345/G,Codeforces,['strings'],,
Superstitions Inspection                    ,                345F,15,,https://www.codeforces.com/problemset/problem/345/F,Codeforces,[],,
Black Cat Rush                    ,                345E,14,,https://www.codeforces.com/problemset/problem/345/E,Codeforces,[],,
Chain Letter                    ,                345D,49,,https://www.codeforces.com/problemset/problem/345/D,Codeforces,"['dfs and similar', 'graphs']",,
Counting Fridays                    ,                345C,91,,https://www.codeforces.com/problemset/problem/345/C,Codeforces,[],,
Triskaidekaphobia                    ,                345B,90,,https://www.codeforces.com/problemset/problem/345/B,Codeforces,[],,
Expecting Trouble                    ,                345A,306,,https://www.codeforces.com/problemset/problem/345/A,Codeforces,['probabilities'],,
Simple Molecules                    ,                344B,3285,,https://www.codeforces.com/problemset/problem/344/B,Codeforces,"['brute force', 'math']",,
Magnets                    ,                344A,7664,,https://www.codeforces.com/problemset/problem/344/A,Codeforces,['implementation'],,
Pumping Stations                    ,                343E,100,,https://www.codeforces.com/problemset/problem/343/E,Codeforces,"['brute force', 'dfs and similar', 'divide and conquer', 'flows', 'greedy']",,
Water Tree                    ,                343D,711,,https://www.codeforces.com/problemset/problem/343/D,Codeforces,"['data structures', 'dfs and similar', 'trees']",,
Read Time                    ,                343C,1088,,https://www.codeforces.com/problemset/problem/343/C,Codeforces,"['binary search', 'greedy', 'two pointers']",,
Alternating Current                    ,                343B,2591,,https://www.codeforces.com/problemset/problem/343/B,Codeforces,"['data structures', 'greedy', 'implementation']",,
Rational Resistance                    ,                343A,2865,,https://www.codeforces.com/problemset/problem/343/A,Codeforces,"['math', 'number theory']",,
Xenia and Tree                    ,                342E,504,,https://www.codeforces.com/problemset/problem/342/E,Codeforces,"['data structures', 'divide and conquer', 'trees']",,
Name,Slug,Submissions,Accuracy,QuestionURL,Platform,Tags,LanguagesAllowed,DateAdded
Mashmokh's Designed Problem                    ,                414E,31,,https://www.codeforces.com/problemset/problem/414/E,Codeforces,['data structures'],,
Mashmokh and Water Tanks                    ,                414D,323,,https://www.codeforces.com/problemset/problem/414/D,Codeforces,"['binary search', 'data structures', 'greedy', 'two pointers']",,
Mashmokh and Reverse Operation                    ,                414C,842,,https://www.codeforces.com/problemset/problem/414/C,Codeforces,"['combinatorics', 'divide and conquer']",,
Mashmokh and ACM                    ,                414B,3293,,https://www.codeforces.com/problemset/problem/414/B,Codeforces,"['combinatorics', 'dp']",,
Mashmokh and Numbers                    ,                414A,3103,,https://www.codeforces.com/problemset/problem/414/A,Codeforces,"['constructive algorithms', 'number theory']",,
Maze 2D                    ,                413E,153,,https://www.codeforces.com/problemset/problem/413/E,Codeforces,"['data structures', 'divide and conquer']",,
2048                    ,                413D,256,,https://www.codeforces.com/problemset/problem/413/D,Codeforces,"['bitmasks', 'dp']",,
Jeopardy!                    ,                413C,863,,https://www.codeforces.com/problemset/problem/413/C,Codeforces,"['greedy', 'math']",,
Spyke Chatting                    ,                413B,963,,https://www.codeforces.com/problemset/problem/413/B,Codeforces,['implementation'],,
Data Recovery                    ,                413A,1228,,https://www.codeforces.com/problemset/problem/413/A,Codeforces,['implementation'],,
E-mail Addresses                    ,                412E,511,,https://www.codeforces.com/problemset/problem/412/E,Codeforces,['implementation'],,
Giving Awards                    ,                412D,739,,https://www.codeforces.com/problemset/problem/412/D,Codeforces,['dfs and similar'],,
Pattern                    ,                412C,1664,,https://www.codeforces.com/problemset/problem/412/C,Codeforces,"['implementation', 'strings']",,
Network Configuration                    ,                412B,1965,,https://www.codeforces.com/problemset/problem/412/B,Codeforces,"['greedy', 'sortings']",,
Poster                    ,                412A,1911,,https://www.codeforces.com/problemset/problem/412/A,Codeforces,"['greedy', 'implementation']",,
Kicker                    ,                411C,778,,https://www.codeforces.com/problemset/problem/411/C,Codeforces,['implementation'],,
Multi-core Processor                    ,                411B,949,,https://www.codeforces.com/problemset/problem/411/B,Codeforces,['implementation'],,
Password Check                    ,                411A,2602,,https://www.codeforces.com/problemset/problem/411/A,Codeforces,['implementation'],,
Feed the Golorp                    ,                409I,27,,https://www.codeforces.com/problemset/problem/409/I,Codeforces,[],,
A + B Strikes Back                    ,                409H,2318,,https://www.codeforces.com/problemset/problem/409/H,Codeforces,"['brute force', 'constructive algorithms', 'dsu', 'implementation']",,
On a plane                    ,                409G,131,,https://www.codeforces.com/problemset/problem/409/G,Codeforces,[],,
000001                    ,                409F,344,,https://www.codeforces.com/problemset/problem/409/F,Codeforces,[],,
Dome                    ,                409E,318,,https://www.codeforces.com/problemset/problem/409/E,Codeforces,[],,
Big Data                    ,                409D,546,,https://www.codeforces.com/problemset/problem/409/D,Codeforces,[],,
Magnum Opus                    ,                409C,1176,,https://www.codeforces.com/problemset/problem/409/C,Codeforces,[],,
Mysterious Language                    ,                409B,798,,https://www.codeforces.com/problemset/problem/409/B,Codeforces,[],,
The Great Game                    ,                409A,1398,,https://www.codeforces.com/problemset/problem/409/A,Codeforces,[],,
Garland                    ,                408B,2465,,https://www.codeforces.com/problemset/problem/408/B,Codeforces,['implementation'],,
Line to Cashier                    ,                408A,3280,,https://www.codeforces.com/problemset/problem/408/A,Codeforces,['implementation'],,
k-d-sequence                    ,                407E,72,,https://www.codeforces.com/problemset/problem/407/E,Codeforces,['data structures'],,
Largest Submatrix 3                    ,                407D,206,,https://www.codeforces.com/problemset/problem/407/D,Codeforces,"['dp', 'hashing']",,
Curious Array                    ,                407C,348,,https://www.codeforces.com/problemset/problem/407/C,Codeforces,"['brute force', 'implementation', 'math']",,
Long Path                    ,                407B,1964,,https://www.codeforces.com/problemset/problem/407/B,Codeforces,"['dp', 'implementation']",,
Triangle                    ,                407A,2072,,https://www.codeforces.com/problemset/problem/407/A,Codeforces,"['brute force', 'implementation', 'math']",,
Hamming Triples                    ,                406E,110,,https://www.codeforces.com/problemset/problem/406/E,Codeforces,"['implementation', 'math']",,
Hill Climbing                    ,                406D,505,,https://www.codeforces.com/problemset/problem/406/D,Codeforces,"['dfs and similar', 'geometry', 'trees']",,
Graph Cutting                    ,                405E,557,,https://www.codeforces.com/problemset/problem/405/E,Codeforces,['dfs and similar'],,
Toy Sum                    ,                405D,1540,,https://www.codeforces.com/problemset/problem/405/D,Codeforces,"['greedy', 'implementation', 'math']",,
Unusual Product                    ,                405C,2489,,https://www.codeforces.com/problemset/problem/405/C,Codeforces,"['implementation', 'math']",,
Domino Effect                    ,                405B,3079,,https://www.codeforces.com/problemset/problem/405/B,Codeforces,[],,
Gravity Flip                    ,                405A,6482,,https://www.codeforces.com/problemset/problem/405/A,Codeforces,"['greedy', 'implementation', 'sortings']",,
Maze 1D                    ,                404E,270,,https://www.codeforces.com/problemset/problem/404/E,Codeforces,"['binary search', 'greedy', 'implementation']",,
Minesweeper 1D                    ,                404D,839,,https://www.codeforces.com/problemset/problem/404/D,Codeforces,"['dp', 'implementation']",,
Restore Graph                    ,                404C,1590,,https://www.codeforces.com/problemset/problem/404/C,Codeforces,"['dfs and similar', 'graphs', 'sortings']",,
Marathon                    ,                404B,2002,,https://www.codeforces.com/problemset/problem/404/B,Codeforces,"['implementation', 'math']",,
Valera and X                    ,                404A,4504,,https://www.codeforces.com/problemset/problem/404/A,Codeforces,['implementation'],,
Two Rooted Trees                    ,                403E,48,,https://www.codeforces.com/problemset/problem/403/E,Codeforces,"['data structures', 'implementation']",,
Beautiful Pairs of Numbers                    ,                403D,395,,https://www.codeforces.com/problemset/problem/403/D,Codeforces,"['combinatorics', 'dp']",,
Strictly Positive Matrix                    ,                402E,734,,https://www.codeforces.com/problemset/problem/402/E,Codeforces,['graphs'],,
Upgrading Array                    ,                402D,1021,,https://www.codeforces.com/problemset/problem/402/D,Codeforces,"['dp', 'greedy', 'math']",,
Searching for Graph                    ,                402C,2272,,https://www.codeforces.com/problemset/problem/402/C,Codeforces,"['brute force', 'constructive algorithms']",,
Trees in a Row                    ,                402B,1841,,https://www.codeforces.com/problemset/problem/402/B,Codeforces,['brute force'],,
Nuts                    ,                402A,2691,,https://www.codeforces.com/problemset/problem/402/A,Codeforces,"['greedy', 'math']",,
Olympic Games                    ,                401E,121,,https://www.codeforces.com/problemset/problem/401/E,Codeforces,['math'],,
Roman and Numbers                    ,                401D,969,,https://www.codeforces.com/problemset/problem/401/D,Codeforces,"['bitmasks', 'brute force', 'combinatorics', 'dp', 'number theory']",,
Team                    ,                401C,3298,,https://www.codeforces.com/problemset/problem/401/C,Codeforces,"['constructive algorithms', 'greedy', 'implementation']",,
Sereja and Contests                    ,                401B,2887,,https://www.codeforces.com/problemset/problem/401/B,Codeforces,"['greedy', 'implementation', 'math']",,
Vanya and Cards                    ,                401A,5409,,https://www.codeforces.com/problemset/problem/401/A,Codeforces,"['implementation', 'math']",,
Inna and Binary Logic                    ,                400E,428,,https://www.codeforces.com/problemset/problem/400/E,Codeforces,"['binary search', 'bitmasks', 'data structures']",,
Dima and Bacteria                    ,                400D,834,,https://www.codeforces.com/problemset/problem/400/D,Codeforces,"['dsu', 'graphs', 'shortest paths']",,
Inna and Huge Candy Matrix                    ,                400C,1840,,https://www.codeforces.com/problemset/problem/400/C,Codeforces,"['implementation', 'math']",,
Inna and New Matrix of Candies                    ,                400B,2425,,https://www.codeforces.com/problemset/problem/400/B,Codeforces,"['brute force', 'implementation', 'schedules']",,
Inna and Choose Options                    ,                400A,3510,,https://www.codeforces.com/problemset/problem/400/A,Codeforces,"['dp', 'implementation']",,
Red and Blue Balls                    ,                399B,691,,https://www.codeforces.com/problemset/problem/399/B,Codeforces,[],,
Pages                    ,                399A,1171,,https://www.codeforces.com/problemset/problem/399/A,Codeforces,['implementation'],,
Sorting Permutations                    ,                398E,23,,https://www.codeforces.com/problemset/problem/398/E,Codeforces,[],,
Instant Messanger                    ,                398D,148,,https://www.codeforces.com/problemset/problem/398/D,Codeforces,['data structures'],,
Tree and Array                    ,                398C,101,,https://www.codeforces.com/problemset/problem/398/C,Codeforces,['constructive algorithms'],,
Painting The Wall                    ,                398B,336,,https://www.codeforces.com/problemset/problem/398/B,Codeforces,"['dp', 'probabilities']",,
Cards                    ,                398A,500,,https://www.codeforces.com/problemset/problem/398/A,Codeforces,['implementation'],,
On Corruption and Numbers                    ,                397B,360,,https://www.codeforces.com/problemset/problem/397/B,Codeforces,"['implementation', 'math']",,
On Segment's Own Points                    ,                397A,634,,https://www.codeforces.com/problemset/problem/397/A,Codeforces,[],,
On Iteration of One Well-Known Function                    ,                396E,29,,https://www.codeforces.com/problemset/problem/396/E,Codeforces,[],,
On Sum of Number of Inversions in Permutations                    ,                396D,142,,https://www.codeforces.com/problemset/problem/396/D,Codeforces,['combinatorics'],,
On Changing Tree                    ,                396C,353,,https://www.codeforces.com/problemset/problem/396/C,Codeforces,"['data structures', 'trees']",,
On Sum of Fractions                    ,                396B,358,,https://www.codeforces.com/problemset/problem/396/B,Codeforces,"['math', 'number theory']",,
On Number of Decompositions into Multipliers                    ,                396A,409,,https://www.codeforces.com/problemset/problem/396/A,Codeforces,"['combinatorics', 'number theory']",,
Lightbulb for Minister                    ,                394E,37,,https://www.codeforces.com/problemset/problem/394/E,Codeforces,['geometry'],,
Physical Education and Buns                    ,                394D,137,,https://www.codeforces.com/problemset/problem/394/D,Codeforces,"['brute force', 'implementation', 'math']",,
Dominoes                    ,                394C,248,,https://www.codeforces.com/problemset/problem/394/C,Codeforces,"['constructive algorithms', 'greedy']",,
Very Beautiful Number                    ,                394B,279,,https://www.codeforces.com/problemset/problem/394/B,Codeforces,[],,
Counting Sticks                    ,                394A,779,,https://www.codeforces.com/problemset/problem/394/A,Codeforces,['implementation'],,
Three matrices                    ,                393B,469,,https://www.codeforces.com/problemset/problem/393/B,Codeforces,[],,
Nineteen                    ,                393A,914,,https://www.codeforces.com/problemset/problem/393/A,Codeforces,[],,
Deleting Substrings                    ,                392E,27,,https://www.codeforces.com/problemset/problem/392/E,Codeforces,[],,
Three Arrays                    ,                392D,65,,https://www.codeforces.com/problemset/problem/392/D,Codeforces,['data structures'],,
Yet Another Number Sequence                    ,                392C,147,,https://www.codeforces.com/problemset/problem/392/C,Codeforces,"['combinatorics', 'math', 'matrices']",,
Tower of Hanoi                    ,                392B,294,,https://www.codeforces.com/problemset/problem/392/B,Codeforces,['dp'],,
Blocked Points                    ,                392A,358,,https://www.codeforces.com/problemset/problem/392/A,Codeforces,['math'],,
Stock Trading                    ,                391F3,19,,https://www.codeforces.com/problemset/problem/391/F3,Codeforces,[],,
Stock Trading                    ,                391F2,21,,https://www.codeforces.com/problemset/problem/391/F2,Codeforces,['greedy'],,
Stock Trading                    ,                391F1,49,,https://www.codeforces.com/problemset/problem/391/F1,Codeforces,['dp'],,
Three Trees                    ,                391E2,39,,https://www.codeforces.com/problemset/problem/391/E2,Codeforces,[],,
Three Trees                    ,                391E1,36,,https://www.codeforces.com/problemset/problem/391/E1,Codeforces,[],,
Supercollider                    ,                391D2,73,,https://www.codeforces.com/problemset/problem/391/D2,Codeforces,['data structures'],,
Supercollider                    ,                391D1,100,,https://www.codeforces.com/problemset/problem/391/D1,Codeforces,['brute force'],,
The Tournament                    ,                391C3,74,,https://www.codeforces.com/problemset/problem/391/C3,Codeforces,[],,
The Tournament                    ,                391C2,66,,https://www.codeforces.com/problemset/problem/391/C2,Codeforces,['greedy'],,
The Tournament                    ,                391C1,110,,https://www.codeforces.com/problemset/problem/391/C1,Codeforces,['brute force'],,
Word Folding                    ,                391B,165,,https://www.codeforces.com/problemset/problem/391/B,Codeforces,['brute force'],,
Name,Slug,Submissions,Accuracy,QuestionURL,Platform,Tags,LanguagesAllowed,DateAdded
Vanya and Computer Game                    ,                492D,1769,,https://www.codeforces.com/problemset/problem/492/D,Codeforces,"['binary search', 'implementation', 'math', 'sortings']",,
Vanya and Exams                    ,                492C,3546,,https://www.codeforces.com/problemset/problem/492/C,Codeforces,"['greedy', 'sortings']",,
Vanya and Lanterns                    ,                492B,5784,,https://www.codeforces.com/problemset/problem/492/B,Codeforces,"['binary search', 'math', 'sortings']",,
Vanya and Cubes                    ,                492A,6953,,https://www.codeforces.com/problemset/problem/492/A,Codeforces,['implementation'],,
Deciphering                    ,                491C,115,,https://www.codeforces.com/problemset/problem/491/C,Codeforces,"['flows', 'graph matchings']",,
New York Hotel                    ,                491B,207,,https://www.codeforces.com/problemset/problem/491/B,Codeforces,"['greedy', 'math']",,
Up the hill                    ,                491A,779,,https://www.codeforces.com/problemset/problem/491/A,Codeforces,['implementation'],,
Treeland Tour                    ,                490F,489,,https://www.codeforces.com/problemset/problem/490/F,Codeforces,"['data structures', 'dfs and similar', 'dp', 'trees']",,
Restoring Increasing Sequence                    ,                490E,838,,https://www.codeforces.com/problemset/problem/490/E,Codeforces,"['binary search', 'brute force', 'greedy', 'implementation']",,
Chocolate                    ,                490D,1196,,https://www.codeforces.com/problemset/problem/490/D,Codeforces,"['brute force', 'dfs and similar', 'math', 'meet-in-the-middle', 'number theory']",,
Hacking Cypher                    ,                490C,2339,,https://www.codeforces.com/problemset/problem/490/C,Codeforces,"['brute force', 'math', 'strings']",,
Queue                    ,                490B,2807,,https://www.codeforces.com/problemset/problem/490/B,Codeforces,"['dsu', 'implementation']",,
Team Olympiad                    ,                490A,5934,,https://www.codeforces.com/problemset/problem/490/A,Codeforces,"['greedy', 'implementation', 'sortings']",,
Special Matrices                    ,                489F,822,,https://www.codeforces.com/problemset/problem/489/F,Codeforces,"['combinatorics', 'dp']",,
Hiking                    ,                489E,400,,https://www.codeforces.com/problemset/problem/489/E,Codeforces,"['binary search', 'dp']",,
Unbearable Controversy of Being                    ,                489D,2024,,https://www.codeforces.com/problemset/problem/489/D,Codeforces,"['brute force', 'combinatorics', 'dfs and similar', 'graphs']",,
Given Length and Sum of Digits...                    ,                489C,4958,,https://www.codeforces.com/problemset/problem/489/C,Codeforces,"['dp', 'greedy', 'implementation']",,
BerSU Ball                    ,                489B,5014,,https://www.codeforces.com/problemset/problem/489/B,Codeforces,"['dfs and similar', 'dp', 'graph matchings', 'greedy', 'sortings', 'two pointers']",,
SwapSort                    ,                489A,4105,,https://www.codeforces.com/problemset/problem/489/A,Codeforces,"['implementation', 'sortings']",,
Candy Boxes                    ,                488B,1284,,https://www.codeforces.com/problemset/problem/488/B,Codeforces,"['brute force', 'constructive algorithms']",,
Giga Tower                    ,                488A,4194,,https://www.codeforces.com/problemset/problem/488/A,Codeforces,['brute force'],,
Tourists                    ,                487E,41,,https://www.codeforces.com/problemset/problem/487/E,Codeforces,"['data structures', 'dfs and similar', 'graphs', 'trees']",,
Conveyor Belts                    ,                487D,217,,https://www.codeforces.com/problemset/problem/487/D,Codeforces,['data structures'],,
Prefix Product Sequence                    ,                487C,708,,https://www.codeforces.com/problemset/problem/487/C,Codeforces,"['constructive algorithms', 'number theory']",,
Strip                    ,                487B,1077,,https://www.codeforces.com/problemset/problem/487/B,Codeforces,"['binary search', 'data structures', 'dp', 'two pointers']",,
Fight the Monster                    ,                487A,1783,,https://www.codeforces.com/problemset/problem/487/A,Codeforces,"['binary search', 'brute force']",,
LIS of Sequence                    ,                486E,585,,https://www.codeforces.com/problemset/problem/486/E,Codeforces,"['data structures', 'dp', 'greedy', 'hashing', 'math']",,
Valid Sets                    ,                486D,1015,,https://www.codeforces.com/problemset/problem/486/D,Codeforces,"['dfs and similar', 'dp', 'math', 'trees']",,
Palindrome Transformation                    ,                486C,2582,,https://www.codeforces.com/problemset/problem/486/C,Codeforces,"['greedy', 'implementation']",,
OR in Matrix                    ,                486B,3542,,https://www.codeforces.com/problemset/problem/486/B,Codeforces,"['greedy', 'hashing', 'implementation']",,
Calculating Function                    ,                486A,7833,,https://www.codeforces.com/problemset/problem/486/A,Codeforces,"['implementation', 'math']",,
Valuable Resources                    ,                485B,3787,,https://www.codeforces.com/problemset/problem/485/B,Codeforces,"['brute force', 'greedy']",,
Factory                    ,                485A,3399,,https://www.codeforces.com/problemset/problem/485/A,Codeforces,"['implementation', 'math', 'matrices']",,
Sign on Fence                    ,                484E,285,,https://www.codeforces.com/problemset/problem/484/E,Codeforces,"['binary search', 'constructive algorithms', 'data structures']",,
Kindergarten                    ,                484D,713,,https://www.codeforces.com/problemset/problem/484/D,Codeforces,"['data structures', 'dp', 'greedy']",,
Strange Sorting                    ,                484C,249,,https://www.codeforces.com/problemset/problem/484/C,Codeforces,"['implementation', 'math']",,
Maximum Value                    ,                484B,1820,,https://www.codeforces.com/problemset/problem/484/B,Codeforces,"['binary search', 'math', 'sortings', 'two pointers']",,
Bits                    ,                484A,3291,,https://www.codeforces.com/problemset/problem/484/A,Codeforces,"['bitmasks', 'constructive algorithms']",,
Friends and Presents                    ,                483B,1803,,https://www.codeforces.com/problemset/problem/483/B,Codeforces,"['binary search', 'math']",,
Counterexample                     ,                483A,4699,,https://www.codeforces.com/problemset/problem/483/A,Codeforces,"['brute force', 'implementation']",,
ELCA                    ,                482E,35,,https://www.codeforces.com/problemset/problem/482/E,Codeforces,"['data structures', 'trees']",,
Random Function and Tree                    ,                482D,139,,https://www.codeforces.com/problemset/problem/482/D,Codeforces,"['combinatorics', 'dp', 'trees']",,
Game with Strings                    ,                482C,326,,https://www.codeforces.com/problemset/problem/482/C,Codeforces,"['bitmasks', 'dp', 'probabilities']",,
Interesting Array                    ,                482B,1725,,https://www.codeforces.com/problemset/problem/482/B,Codeforces,"['constructive algorithms', 'data structures', 'trees']",,
Diverse Permutation                    ,                482A,4399,,https://www.codeforces.com/problemset/problem/482/A,Codeforces,"['constructive algorithms', 'greedy']",,
Parking Lot                    ,                480E,111,,https://www.codeforces.com/problemset/problem/480/E,Codeforces,"['data structures', 'divide and conquer']",,
Parcels                    ,                480D,217,,https://www.codeforces.com/problemset/problem/480/D,Codeforces,"['dp', 'graphs']",,
Riding in a Lift                    ,                479E,1717,,https://www.codeforces.com/problemset/problem/479/E,Codeforces,['dp'],,
Long Jumps                    ,                479D,2340,,https://www.codeforces.com/problemset/problem/479/D,Codeforces,"['binary search', 'greedy', 'implementation']",,
Exams                    ,                479C,4741,,https://www.codeforces.com/problemset/problem/479/C,Codeforces,"['greedy', 'sortings']",,
Towers                    ,                479B,3144,,https://www.codeforces.com/problemset/problem/479/B,Codeforces,"['brute force', 'greedy', 'implementation', 'sortings']",,
Expression                    ,                479A,7500,,https://www.codeforces.com/problemset/problem/479/A,Codeforces,"['brute force', 'math']",,
Wavy numbers                    ,                478E,80,,https://www.codeforces.com/problemset/problem/478/E,Codeforces,"['brute force', 'dfs and similar', 'meet-in-the-middle', 'sortings']",,
Red-Green Towers                    ,                478D,1336,,https://www.codeforces.com/problemset/problem/478/D,Codeforces,['dp'],,
Table Decorations                    ,                478C,3071,,https://www.codeforces.com/problemset/problem/478/C,Codeforces,['greedy'],,
Random Teams                    ,                478B,5143,,https://www.codeforces.com/problemset/problem/478/B,Codeforces,"['combinatorics', 'constructive algorithms', 'greedy', 'math']",,
Initial Bet                    ,                478A,7039,,https://www.codeforces.com/problemset/problem/478/A,Codeforces,['implementation'],,
Dreamoon and Notepad                    ,                477E,23,,https://www.codeforces.com/problemset/problem/477/E,Codeforces,['data structures'],,
Dreamoon and Binary                    ,                477D,199,,https://www.codeforces.com/problemset/problem/477/D,Codeforces,"['dp', 'strings']",,
Dreamoon and Strings                    ,                476E,863,,https://www.codeforces.com/problemset/problem/476/E,Codeforces,"['dp', 'strings']",,
Dreamoon and Sets                    ,                476D,1847,,https://www.codeforces.com/problemset/problem/476/D,Codeforces,"['constructive algorithms', 'greedy', 'math']",,
Dreamoon and Sums                    ,                476C,2900,,https://www.codeforces.com/problemset/problem/476/C,Codeforces,['math'],,
Dreamoon and WiFi                    ,                476B,4193,,https://www.codeforces.com/problemset/problem/476/B,Codeforces,"['bitmasks', 'brute force', 'combinatorics', 'dp', 'math', 'probabilities']",,
Dreamoon and Stairs                    ,                476A,6097,,https://www.codeforces.com/problemset/problem/476/A,Codeforces,"['implementation', 'math']",,
Meta-universe                    ,                475F,57,,https://www.codeforces.com/problemset/problem/475/F,Codeforces,['data structures'],,
Strongly Connected City 2                    ,                475E,122,,https://www.codeforces.com/problemset/problem/475/E,Codeforces,['dfs and similar'],,
CGCDSSQ                    ,                475D,988,,https://www.codeforces.com/problemset/problem/475/D,Codeforces,"['brute force', 'data structures', 'math']",,
Kamal-ol-molk's Painting                    ,                475C,609,,https://www.codeforces.com/problemset/problem/475/C,Codeforces,"['brute force', 'constructive algorithms', 'greedy']",,
Strongly Connected City                    ,                475B,2880,,https://www.codeforces.com/problemset/problem/475/B,Codeforces,"['brute force', 'dfs and similar', 'graphs', 'implementation']",,
